english_word,spanish_word,spanish_meaning_ff,relationship_type,part_of_speech,cultural_domain,first_attestation_english,first_attestation_spanish,jaccard_similarity,levenshtein_similarity,complexity_syllables,complexity_length,complexity_frequency_complexity,complexity_semantic_complexity,complexity_overall_complexity,complexity_syll_component,complexity_freq_component,complexity_semantic_component,complexity_length_component
endoscopy,endoscopia,,cognates,noun,health_medicine,1861,1869,0.7,0.8,2,9,4.27,1,51.9,13.2,21.3,4,13.4
enema,enema,,cognates,noun,health_medicine,1608,1562,1,1,3,5,4.15,1,47.4,16.6,20.8,4,6
energy,energía,,cognates,noun,education_knowledge,1807,1545,0.571,0.714,3,6,1.77,7,44.6,16.6,8.8,10.6,8.5
engineering,ingeniería,,cognates,noun,technology_tools,1600,1659,0.714,0.455,4,11,2.2,5,55.1,19.3,11,8.9,15.9
english,spanish,,cognates,adjective,language_communication,1300,1748,0.444,0.429,2,7,1.81,6,42.4,13.2,9,9.8,10.4
enormous,enorme,,cognates,adjective,education_knowledge,1800,1545,0.714,0.625,3,8,2.75,1,46.4,16.6,13.8,4,12
entertainment,entretenimiento,,cognates,noun,arts_entertainment,1727,1545,0.75,0.533,4,13,2.4,1,53.3,19.3,12,4,18
enthalpy,entalpía,,cognates,noun,education_knowledge,1900,1940,0.667,0.625,2,8,4.62,1,52.3,13.2,23.1,4,12
entity,entidad,,cognates,noun,education_knowledge,1600,1545,0.571,0.571,3,6,2.88,1,43.5,16.6,14.4,4,8.5
entresol,entresuelo,,cognates,noun,housing_architecture,1700,1569,0.875,0.7,2,8,7,1,64.2,13.2,35,4,12
entropy,entropía,,cognates,noun,education_knowledge,1860,1781,0.667,0.75,3,7,3.72,2,51.3,16.6,18.6,5.7,10.4
enumeration,enumeración,,cognates,noun,education_knowledge,1300,1556,0.636,0.818,5,11,4.41,2,65.1,21.5,22.1,5.7,15.9
envelope,envolver,To wrap,false_friends,noun,other,1709,1706,0.714,0.5,3,8,3.14,6,54.1,16.6,15.7,9.8,12
envy,enviar,To send,false_friends,noun,emotions_psychology,1325,1887,0.429,0.5,2,4,3.16,4,37,13.2,15.8,8,0
ephemeral,efímera,,cognates,adjective,time_calendar,1751,1542,0.444,0.556,4,9,4.01,2,58.4,19.3,20,5.7,13.4
epicureanism,epicureísmo,,cognates,noun,values_ethics,1608,1885,0.667,0.667,3,12,5.35,1,64.4,16.6,26.8,4,17
epidemiology,epizootiología,,cognates,noun,health_medicine,1850,1879,0.462,0.571,7,12,3.7,1,64.4,25,18.5,4,17
equalization,ecualizador,,cognates,noun,technology_tools,1702,1900,0.538,0.667,5,12,4.31,1,64,21.5,21.6,4,17
equilibration,equilibrio,,cognates,noun,technology_tools,1600,1545,0.727,0.769,4,13,5.08,1,66.7,19.3,25.4,4,18
equine,équido,,cognates,noun,nature_geography,1708,1879,0.375,0.5,2,6,3.93,3,48.2,13.2,19.7,6.9,8.5
equipment,equipo,,cognates,noun,technology_tools,1717,1556,0.556,0.556,3,9,2.12,1,44.7,16.6,10.6,4,13.4
equitation,equitación,,cognates,noun,sports_recreation,1500,1760,0.7,0.8,4,10,5.14,1,63.7,19.3,25.7,4,14.7
erection,erección,,cognates,noun,health_medicine,1500,1564,0.625,0.75,3,8,3.48,3,53,16.6,17.4,6.9,12
error,error,,cognates,noun,education_knowledge,1300,1522,1,1,2,5,2.45,7,42,13.2,12.2,10.6,6
erudition,erudición,,cognates,noun,education_knowledge,1325,1556,0.6,0.778,4,9,4.61,1,59.8,19.3,23,4,13.4
escapade,escapada,,cognates,noun,emotions_psychology,1300,1667,1,0.875,3,8,4.48,2,56.7,16.6,22.4,5.7,12
escape,escape,,cognates,noun,emotions_psychology,1300,1542,1,1,2,6,2.36,15,49,13.2,11.8,15.5,8.5
escapism,escapismo,,cognates,noun,emotions_psychology,1400,1840,0.875,0.889,4,8,4.36,1,57.1,19.3,21.8,4,12
escort,escolta,,cognates,noun,social,1974,1620,0.625,0.714,2,6,3,6,46.5,13.2,15,9.8,8.5
escritoire,escritorio,,cognates,noun,housing_architecture,1700,1545,1,0.7,2,10,5.92,1,61.5,13.2,29.6,4,14.7
especially,especialmente,,cognates,adverb,language_communication,1400,1542,0.636,0.615,3,10,1.79,2,45.9,16.6,8.9,5.7,14.7
espionage,espionaje,,cognates,noun,government_politics,1793,1556,0.778,0.889,4,9,3.53,1,54.4,19.3,17.6,4,13.4
essay,ensayo,,cognates,noun,education_knowledge,1300,1542,0.667,0.667,2,5,2.77,4,41,13.2,13.8,8,6
essence,esencia,,cognates,noun,education_knowledge,1325,1545,0.667,0.571,2,7,2.97,4,46.4,13.2,14.8,8,10.4
establishment,establecimiento,,cognates,noun,government_politics,1832,1545,0.75,0.667,4,13,2.58,7,60.8,19.3,12.9,10.6,18
estimate,estimado,dear,false_friends,noun,education_knowledge,1500,1732,0.75,0.75,3,8,2.71,7,52.8,16.6,13.6,10.6,12
estimation,estimación,,cognates,noun,education_knowledge,1400,1556,0.7,0.8,4,10,3.54,4,59.7,19.3,17.7,8,14.7
eugenics,eugenesia,,cognates,noun,values_ethics,1880,1732,0.75,0.556,3,8,4.03,1,52.8,16.6,20.1,4,12
euthanasia,eutanasia,,cognates,noun,values_ethics,1869,1826,0.875,0.9,4,10,3.83,1,57.2,19.3,19.1,4,14.7
evacuation,evacuación,,cognates,noun,other,1400,1578,0.7,0.8,5,10,3.26,3,59.4,21.5,16.3,6.9,14.7
event,evento,Dear,cognates,noun,social,1600,1556,0.8,0.833,2,5,1.82,4,36.3,13.2,9.1,8,6
eventually,eventualmente,eventually,false_friends,adverb,time_calendar,1600,1879,0.778,0.615,5,10,2.12,1,50.8,21.5,10.6,4,14.7
evidence,evidencia,,cognates,noun,government_politics,1325,1556,0.857,0.778,3,8,1.86,6,47.7,16.6,9.3,9.8,12
exacerbation,exacerbación,,cognates,noun,other,1400,1732,0.727,0.833,5,12,4.74,2,67.8,21.5,23.7,5.7,17
exactly,exactamente,,cognates,adverb,education_knowledge,1869,1542,0.556,0.455,3,7,1.85,3,43.2,16.6,9.2,6.9,10.4
exam,examen,,cognates,noun,education_knowledge,1500,1556,0.8,0.667,2,4,2.74,1,30.9,13.2,13.7,4,0
excavation,excavación,,cognates,noun,technology_tools,1779,1634,0.7,0.8,4,10,3.54,4,59.7,19.3,17.7,8,14.7
excellence,excelencia,,cognates,noun,values_ethics,1325,1556,0.714,0.7,3,10,2.93,2,51.6,16.6,14.6,5.7,14.7
excellent,excelente,,cognates,noun,values_ethics,1200,1556,1,0.778,3,9,2.27,1,45.4,16.6,11.3,4,13.4
exception,excepción,,cognates,noun,education_knowledge,1325,1542,0.667,0.778,3,9,2.65,3,50.2,16.6,13.3,6.9,13.4
excess,exceso,,cognates,noun,values_ethics,1325,1556,0.8,0.833,2,6,2.79,5,44.6,13.2,13.9,8.9,8.5
excitation,excitación,,cognates,noun,emotions_psychology,1831,1556,0.778,0.8,4,10,3.98,3,60.8,19.3,19.9,6.9,14.7
excite,excitar,To sexually arouse,false_friends,noun,emotions_psychology,1325,1854,0.714,0.714,2,6,3.71,8,51.5,13.2,18.6,11.3,8.5
exclaim,exclamar,,cognates,noun,language_communication,1400,1556,0.75,0.625,2,7,4.18,2,50.1,13.2,20.9,5.7,10.4
exclusive,exclusivo,,cognates,adjective,other,1822,1556,0.889,0.889,3,9,2.44,4,50.3,16.6,12.2,8,13.4
excursion,excursión,,cognates,noun,transportation,1300,1573,0.8,0.889,3,9,3.67,2,54.1,16.6,18.4,5.7,13.4
execution,ejecución,,cognates,noun,government_politics,1325,1556,0.5,0.667,4,9,2.71,7,56.9,19.3,13.6,10.6,13.4
exemplar,ejemplo,,cognates,noun,education_knowledge,1325,1542,0.444,0.625,3,8,4.32,1,54.2,16.6,21.6,4,12
exercise,ejercicio,,cognates,noun,sports_recreation,1325,1545,0.5,0.556,3,8,2.32,10,52.9,16.6,11.6,12.6,12
exile,exilio,,cognates,noun,government_politics,1300,1603,0.8,0.667,2,5,3.16,4,43,13.2,15.8,8,6
existentialism,existencialismo,,cognates,noun,values_ethics,1920,1646,0.818,0.867,5,14,4.41,1,66.5,21.5,22.1,4,19
exit,exito,Success,false_friends,noun,education_knowledge,1500,1745,0.8,0.8,2,4,2.65,6,36.2,13.2,13.3,9.8,0
exorcism,exorcismo,,cognates,noun,religion_spirituality,1325,1701,1,0.889,3,8,4.11,1,53.2,16.6,20.5,4,12
expansion,expansión,,cognates,noun,government_politics,1874,1556,0.778,0.889,3,9,2.46,4,50.4,16.6,12.3,8,13.4
expansionism,expansionismo,,cognates,noun,government_politics,1900,1659,1,0.923,5,12,4.64,1,65.7,21.5,23.2,4,17
expectation,expectativa,,cognates,noun,emotions_psychology,1500,1687,0.7,0.818,4,11,3.01,4,58.2,19.3,15,8,15.9
expedition,expedición,,cognates,noun,transportation,1803,1542,0.6,0.8,4,10,3.01,5,58,19.3,15,8.9,14.7
experience,experiencia,,cognates,noun,emotions_psychology,1325,1556,0.875,0.818,4,10,1.73,8,54,19.3,8.7,11.3,14.7
experimentalism,experimentalismo,,cognates,noun,education_knowledge,1800,1573,0.917,0.938,6,15,5.28,2,75.3,23.4,26.4,5.7,19.9
experimentation,experimentación,,cognates,noun,education_knowledge,1787,1573,0.75,0.867,6,15,3.53,2,66.6,23.4,17.6,5.7,19.9
expiration,espiración,,cognates,noun,time_calendar,1400,1640,0.5,0.7,4,10,3.52,3,58.5,19.3,17.6,6.9,14.7
explanation,explicación,,cognates,noun,education_knowledge,1325,1556,0.636,0.636,4,11,2.56,3,54.9,19.3,12.8,6.9,15.9
exploitation,explotación,,cognates,noun,values_ethics,1400,1556,0.818,0.75,4,12,3.16,2,57.7,19.3,15.8,5.7,17
exploration,exploración,,cognates,noun,education_knowledge,1500,1556,0.75,0.818,4,11,2.81,3,56.2,19.3,14,6.9,15.9
explosion,explosión,,cognates,noun,education_knowledge,1953,1556,0.889,0.889,3,9,2.78,7,54.5,16.6,13.9,10.6,13.4
expression,expresión,,cognates,noun,education_knowledge,1774,1556,0.778,0.8,3,10,2.45,9,55.6,16.6,12.2,12,14.7
expropriation,expropiación,,cognates,noun,government_politics,1300,1556,0.727,0.769,5,13,4.36,1,65.3,21.5,21.8,4,18
expulsion,expulsión,,cognates,noun,values_ethics,1400,1556,0.8,0.889,3,9,3.59,3,54.9,16.6,17.9,6.9,13.4
extension,extensión,,cognates,noun,technology_tools,1400,1542,0.75,0.889,3,9,2.54,12,56.6,16.6,12.7,13.9,13.4
exterior,exterior,,cognates,noun,housing_architecture,1500,1556,1,1,4,8,3.09,3,53.7,19.3,15.4,6.9,12
extermination,exterminio,,cognates,noun,education_knowledge,1325,1556,0.889,0.769,5,13,3.87,2,64.5,21.5,19.4,5.7,18
externality,externalidad,,cognates,noun,economics_commerce,1608,1918,0.8,0.75,5,11,4.92,1,66,21.5,24.6,4,15.9
extinction,extinción,,cognates,noun,nature_geography,1784,1556,0.75,0.8,3,10,3.24,6,57.3,16.6,16.2,9.8,14.7
extra,extra,,cognates,adjective,education_knowledge,1708,1556,1,1,2,5,2.02,7,39.9,13.2,10.1,10.6,6
extradition,extradición,,cognates,noun,government_politics,1833,1776,0.727,0.818,4,11,3.72,1,57.8,19.3,18.6,4,15.9
extraneous,extranjero,Foreigner,false_friends,adjective,education_knowledge,1638,1864,0.7,0.6,4,10,4.21,4,63.1,19.3,21.1,8,14.7
extraordinary,extraordinario,,cognates,adjective,education_knowledge,1200,1545,0.9,0.857,5,13,2.64,3,59.6,21.5,13.2,6.9,18
extravaganza,extravagancia,,cognates,noun,arts_entertainment,1711,1686,0.727,0.846,5,12,4.05,1,62.7,21.5,20.2,4,17
extreme,extremo,,cognates,noun,emotions_psychology,1325,1542,0.833,0.857,2,7,2.4,6,45.4,13.2,12,9.8,10.4
fabric,fábrica,Factory,false_friends,noun,clothing_appearance,1325,1781,0.857,0.714,2,6,2.92,2,41.9,13.2,14.6,5.7,8.5
fabric,fábrica,factory,false_friends,noun,clothing_appearance,1325,1585,0.857,0.714,2,6,2.92,2,41.9,13.2,14.6,5.7,8.5
fabrication,fabricación,,cognates,noun,language_communication,1500,1556,0.7,0.818,4,11,3.52,5,61.7,19.3,17.6,8.9,15.9
facet,faceta,,cognates,noun,education_knowledge,1325,1578,1,0.833,2,5,3.82,2,43.9,13.2,19.1,5.7,6
facilities,facilidad,Ease,false_friends,noun,housing_architecture,1550,1666,0.556,0.6,4,10,2.34,5,54.7,19.3,11.7,8.9,14.7
facility,facilidad,,cognates,noun,housing_architecture,1809,1545,0.625,0.667,4,8,2.4,5,52.3,19.3,12,8.9,12
factor,factor,,cognates,noun,economics_commerce,1816,1542,1,1,2,6,2.33,10,46,13.2,11.7,12.6,8.5
factorial,factorial,,cognates,adjective,education_knowledge,1800,1790,1,1,4,9,4.48,2,60.8,19.3,22.4,5.7,13.4
fair,feria,,cognates,noun,values_ethics,1200,1545,0.8,0.4,1,4,2.01,17,34.9,8.3,10,16.5,0
faith,fe,,cognates,noun,religion_spirituality,1325,1542,0.167,0.2,1,5,2.18,4,33.2,8.3,10.9,8,6
fajita,fajita,,loanword_es_to_en,noun,food_cuisine,1968,1830,1,1,3,6,4.93,0,49.8,16.6,24.6,0,8.5
fallacy,falacia,,cognates,noun,education_knowledge,1325,1573,0.667,0.571,3,7,3.79,1,50,16.6,18.9,4,10.4
falsification,falsificación,,cognates,noun,emotions_psychology,1500,1556,0.7,0.846,5,13,4.49,4,70,21.5,22.5,8,18
familiar,familiar,Family,false_friends,adjective,family_kinship,1325,1566,1,1,3,8,2.39,7,51.2,16.6,11.9,10.6,12
family,familia,,cognates,noun,family_kinship,1325,1542,0.833,0.714,3,6,1.34,8,43.1,16.6,6.7,11.3,8.5
famous,famoso,,cognates,adjective,social,1600,1542,0.833,0.667,2,6,2.16,1,36.5,13.2,10.8,4,8.5
fandango,fandango,,cognates,noun,arts_entertainment,1902,1659,1,1,3,8,4.32,1,54.2,16.6,21.6,4,12
fantastic,fantástico,,cognates,adjective,emotions_psychology,1300,1573,0.778,0.8,3,9,2.29,5,50.4,16.6,11.4,8.9,13.4
fantasy,fantasía,,cognates,noun,arts_entertainment,1325,1556,0.714,0.75,3,7,2.48,4,47.4,16.6,12.4,8,10.4
fashion,fashion,,loanword_en_to_es,noun,clothing_appearance,1300,1797,1,1,2,7,2.18,5,43.4,13.2,10.9,8.9,10.4
fastidious,fastidioso,Annoying,false_friends,adjective,values_ethics,1450,1450,0.875,0.8,4,10,4.36,2,61.5,19.3,21.8,5.7,14.7
fatalism,fatalismo,,cognates,noun,values_ethics,1608,1573,0.875,0.889,4,8,4.7,2,60.5,19.3,23.5,5.7,12
fault,falta,Absence/Shortage,false_friends,noun,emotions_psychology,1350,1500,0.8,0.6,1,5,2.36,8,37.4,8.3,11.8,11.3,6
fauna,fauna,,cognates,noun,nature_geography,1771,1542,1,1,2,5,3.48,2,42.2,13.2,17.4,5.7,6
favor,favor,,cognates,noun,emotions_psychology,1300,1542,1,1,2,5,2.42,9,43.3,13.2,12.1,12,6
fecundity,fecundidad,,cognates,noun,health_medicine,1325,1545,0.7,0.7,4,9,4.71,3,63.2,19.3,23.6,6.9,13.4
federal,federal,,cognates,adjective,government_politics,1788,1571,1,1,3,7,1.87,6,46.2,16.6,9.4,9.8,10.4
feed,feed,,loanword_en_to_es,noun,food_cuisine,1900,1737,1,1,1,4,2.33,13,34.4,8.3,11.7,14.4,0
feedback,feedback,,loanword_en_to_es,noun,language_communication,1920,1879,1,1,2,8,2.68,2,44.2,13.2,13.4,5.7,12
feel,feel,,cognates,noun,emotions_psychology,1000,1708,1,1,1,4,1.33,17,31.5,8.3,6.7,16.5,0
feint,finta,,cognates,noun,sports_recreation,1300,1590,0.667,0.6,1,5,4.48,2,42.4,8.3,22.4,5.7,6
fellation,felación,,cognates,noun,health_medicine,1894,1871,0.6,0.667,3,9,7,1,69.1,16.6,35,4,13.4
ferocious,feroz,,cognates,adjective,emotions_psychology,1600,1562,0.444,0.444,3,9,3.79,1,53,16.6,18.9,4,13.4
ferry,ferry,,loanword_en_to_es,noun,transportation,1000,1753,1,1,2,5,2.98,5,43,13.2,14.9,8.9,6
festival,festival,,cognates,noun,festivals_celebrations,1200,1703,1,1,3,8,2.28,2,45.7,16.6,11.4,5.7,12
feticide,feticidio,,cognates,noun,health_medicine,1820,1796,0.857,0.778,2,8,5.46,1,56.5,13.2,27.3,4,12
fetus,feto,,cognates,noun,health_medicine,1325,1562,0.5,0.6,2,5,3.4,1,40.2,13.2,17,4,6
fiesta,fiesta,,loanword_es_to_en,noun,festivals_celebrations,1200,1542,1,1,3,6,3.66,1,47.4,16.6,18.3,4,8.5
fifo,fifo,,cognates,noun,technology_tools,1940,1740,1,1,2,4,4.51,1,39.7,13.2,22.5,4,0
figure,figura,,cognates,noun,education_knowledge,1200,1522,0.714,0.833,2,6,1.93,18,48.3,13.2,9.6,17,8.5
filicide,filicidio,,cognates,noun,other,1823,1733,0.714,0.778,3,8,5.58,2,62.2,16.6,27.9,5.7,12
final,final,,cognates,adjective,time_calendar,1880,1542,1,1,2,5,1.72,5,36.7,13.2,8.6,8.9,6
finally,finalmente,,cognates,adverb,time_calendar,1400,1542,0.556,0.5,3,7,1.83,3,43.1,16.6,9.2,6.9,10.4
finger,finger,,loanword_en_to_es,noun,health_medicine,1930,1703,1,1,2,6,2.52,7,44.9,13.2,12.6,10.6,8.5
firewall,firewall,,loanword_en_to_es,noun,technology_tools,1600,1942,1,1,2,8,3.76,3,50.9,13.2,18.8,6.9,12
firm,firma,Signature,false_friends,noun,education_knowledge,1350,1746,0.8,0.8,1,4,2.21,14,34.3,8.3,11.1,15,0
flaccidity,flacidez,,cognates,noun,health_medicine,1608,1744,0.6,0.6,4,10,5.72,1,66.6,19.3,28.6,4,14.7
flamenco,flamenco,,loanword_es_to_en,noun,arts_entertainment,1882,1603,1,1,3,8,4.07,2,54.6,16.6,20.4,5.7,12
flamingo,flamingo,,loanword_es_to_en,noun,nature_geography,1857,1926,1,1,3,8,3.94,1,52.3,16.6,19.7,4,12
flash,flash,,loanword_en_to_es,noun,technology_tools,1200,1816,1,1,1,5,2.55,19,44.5,8.3,12.8,17.4,6
flexible,flexible,,cognates,adjective,education_knowledge,1325,1571,1,1,3,8,2.87,5,51.9,16.6,14.4,8.9,12
flirt,flirteo,,cognates,noun,language_communication,1732,1842,0.714,0.714,1,5,3.48,4,39.7,8.3,17.4,8,6
flora,flora,,cognates,noun,nature_geography,1500,1542,1,1,2,5,3.3,2,41.3,13.2,16.5,5.7,6
floriculture,floricultura,,cognates,noun,nature_geography,1500,1771,0.8,0.917,3,12,5.2,1,63.6,16.6,26,4,17
flotilla,flotilla,,cognates,noun,transportation,1700,1640,1,1,3,8,4.13,2,54.9,16.6,20.6,5.7,12
flower,flor,,cognates,noun,nature_geography,1200,1556,0.667,0.667,2,6,2.58,4,42.6,13.2,12.9,8,8.5
fluoridation,fluorización,,cognates,noun,health_medicine,1904,1947,0.615,0.75,4,12,4.58,1,63.2,19.3,22.9,4,17
fluoridization,fluoración,,cognates,noun,health_medicine,1930,1879,0.615,0.571,4,14,7,1,77.3,19.3,35,4,19
foliage,follaje,,cognates,noun,nature_geography,1508,1573,0.625,0.714,2,7,3.59,2,47.2,13.2,17.9,5.7,10.4
foliation,foliación,,cognates,noun,nature_geography,1600,1578,0.667,0.778,4,9,5.18,5,67.6,19.3,25.9,8.9,13.4
folklore,folklore,,cognates,noun,arts_entertainment,1840,1573,1,1,2,8,3.51,1,46.7,13.2,17.5,4,12
foodie,foodie,,loanword_en_to_es,noun,food_cuisine,1982,2010,1,1,2,6,3.94,1,45.4,13.2,19.7,4,8.5
football,football,,loanword_en_to_es,noun,sports_recreation,1400,1745,1,1,2,8,1.89,2,40.3,13.2,9.4,5.7,12
football,fútbol,Soccer,false_friends,noun,sports_recreation,1400,1659,0.714,0.5,2,8,1.89,2,40.3,13.2,9.4,5.7,12
footing,footing,,loanword_en_to_es,noun,other,1325,1788,1,1,2,7,3.5,6,50.9,13.2,17.5,9.8,10.4
forceps,fórceps,,cognates,noun,health_medicine,1600,1788,0.75,0.857,2,7,4.37,1,49.4,13.2,21.9,4,10.4
forge,fraga,,cognates,noun,technology_tools,1325,1659,0.5,0.4,1,5,3.22,9,42.4,8.3,16.1,12,6
form,forma,Manner/Shape,false_friends,noun,clothing_appearance,1250,1500,0.8,0.8,1,4,1.69,23,36,8.3,8.5,19.2,0
formation,formación,,cognates,noun,other,1200,1556,0.7,0.778,3,9,2.51,7,53.2,16.6,12.5,10.6,13.4
formula,fórmula,,cognates,noun,education_knowledge,1200,1545,0.75,0.857,3,7,2.55,7,50.4,16.6,12.8,10.6,10.4
fornication,fornicación,,cognates,noun,values_ethics,1300,1571,0.778,0.818,4,11,4.29,2,62.3,19.3,21.4,5.7,15.9
fort,fuerte,,cognates,noun,housing_architecture,1500,1522,0.5,0.5,1,4,2.55,5,30,8.3,12.8,8.9,0
fortification,fortificación,,cognates,noun,housing_architecture,1325,1556,0.889,0.846,5,13,4.16,3,67.2,21.5,20.8,6.9,18
fortunately,afortunadamente,,cognates,adverb,emotions_psychology,1500,1556,0.667,0.533,4,11,3.03,1,54.3,19.3,15.1,4,15.9
fosse,fosa,,cognates,noun,housing_architecture,1000,1640,0.6,0.6,1,5,4.57,1,41.2,8.3,22.9,4,6
foulard,foulard,,cognates,noun,clothing_appearance,1708,1855,1,1,1,7,5.65,1,51,8.3,28.2,4,10.4
foundation,fundación,,cognates,noun,housing_architecture,1910,1542,0.6,0.7,3,10,2.19,7,52.9,16.6,11,10.6,14.7
foundry,fundidora,,cognates,noun,technology_tools,1600,1840,0.667,0.444,2,7,3.68,1,46,13.2,18.4,4,10.4
fount,fuente,,cognates,noun,nature_geography,1508,1556,0.667,0.5,1,5,4.72,2,43.6,8.3,23.6,5.7,6
foxhound,foxhound,,cognates,noun,nature_geography,1763,1950,1,1,2,8,5.16,1,55,13.2,25.8,4,12
foxtrot,foxtrot,,cognates,noun,arts_entertainment,1870,1840,1,1,2,7,4.4,2,51.2,13.2,22,5.7,10.4
fracking,fracking,,loanword_en_to_es,verb,technology_tools,1955,2013,1,1,2,8,3.69,0,43.6,13.2,18.4,0,12
fractal,fractal,,cognates,noun,education_knowledge,1970,1879,1,1,2,7,4.03,1,47.7,13.2,20.1,4,10.4
fraction,fracción,,cognates,noun,education_knowledge,1325,1556,0.667,0.75,2,8,3.04,4,48.4,13.2,15.2,8,12
fragment,fragmento,,cognates,noun,education_knowledge,1500,1573,0.889,0.889,2,8,3.45,4,50.4,13.2,17.2,8,12
fraud,fraude,,cognates,noun,government_politics,1850,1556,0.833,0.833,1,5,2.63,3,34.4,8.3,13.1,6.9,6
fresco,fresco,,cognates,noun,arts_entertainment,1200,1556,1,1,2,6,3.91,3,48.1,13.2,19.6,6.9,8.5
frigate,fragata,,cognates,noun,transportation,1508,1556,0.714,0.714,2,7,3.91,2,48.8,13.2,19.6,5.7,10.4
frisbee,frisbee,,cognates,noun,sports_recreation,1950,1948,1,1,2,7,4.04,1,47.8,13.2,20.2,4,10.4
front,frontera,boundary,cognates,noun,education_knowledge,1300,1542,0.714,0.625,1,5,1.72,13,37.3,8.3,8.6,14.4,6
frugality,frugalidad,,cognates,noun,values_ethics,1500,1701,0.7,0.7,4,9,4.48,1,59.1,19.3,22.4,4,13.4
fruit,fruta,,cognates,noun,food_cuisine,1927,1522,0.667,0.6,1,5,2.43,5,35.4,8.3,12.1,8.9,6
frustration,frustración,,cognates,noun,emotions_psychology,1850,1640,0.727,0.818,3,11,3.03,3,54.6,16.6,15.1,6.9,15.9
fulcrum,fulcro,,cognates,noun,technology_tools,1600,1638,0.714,0.714,2,7,4.24,1,48.8,13.2,21.2,4,10.4
full,full,,loanword_en_to_es,adjective,education_knowledge,1812,1627,1,1,1,4,1.46,13,30,8.3,7.3,14.4,0
fume,fumar,To smoke,false_friends,noun,emotions_psychology,1350,1250,0.5,0.6,1,4,4.37,5,39.1,8.3,21.9,8.9,0
fumigation,fumigación,,cognates,noun,health_medicine,1400,1776,0.636,0.8,4,10,4.73,1,61.7,19.3,23.7,4,14.7
funambulism,funambulismo,,cognates,noun,arts_entertainment,1800,1832,0.9,0.917,4,11,7,1,74.2,19.3,35,4,15.9
function,función,,cognates,noun,other,1947,1556,0.625,0.75,2,8,2.22,10,48.9,13.2,11.1,12.6,12
functionality,funcionalidad,,cognates,noun,technology_tools,1830,1616,0.727,0.692,5,13,3.3,1,60,21.5,16.5,4,18
fundament,fundamento,,cognates,noun,housing_architecture,1325,1542,0.889,0.9,3,9,5.1,3,62.5,16.6,25.5,6.9,13.4
funeral,funeral,,cognates,adjective,religion_spirituality,1700,1556,1,1,3,7,2.63,1,44.2,16.6,13.1,4,10.4
furor,furor,,cognates,noun,emotions_psychology,1325,1545,1,1,2,5,4.48,2,47.2,13.2,22.4,5.7,6
fuselage,fuselaje,,cognates,noun,transportation,1900,1860,0.75,0.875,3,8,3.91,1,52.2,16.6,19.6,4,12
fusion,fusión,,cognates,noun,education_knowledge,1800,1556,0.714,0.833,2,6,2.98,7,47.2,13.2,14.9,10.6,8.5
futile,fútil,,cognates,noun,education_knowledge,1508,1562,0.571,0.667,2,6,3.61,2,45.4,13.2,18.1,5.7,8.5
futility,futilidad,,cognates,noun,emotions_psychology,1600,1637,0.625,0.667,4,8,4.04,1,55.5,19.3,20.2,4,12
gala,gala,,cognates,noun,festivals_celebrations,1777,1556,1,1,2,4,3.33,1,33.8,13.2,16.6,4,0
galaxy,galaxia,,cognates,noun,nature_geography,1848,1781,0.667,0.714,3,6,2.72,3,45.6,16.6,13.6,6.9,8.5
galleon,galeón,,cognates,noun,transportation,1500,1564,0.714,0.714,3,7,4.43,1,53.2,16.6,22.1,4,10.4
galleria,gallería,,cognates,noun,housing_architecture,1860,1797,0.714,0.875,4,8,4.25,1,56.6,19.3,21.2,4,12
gallery,galería,,cognates,noun,arts_entertainment,1500,1545,0.714,0.571,3,7,2.51,7,50.2,16.6,12.5,10.6,10.4
galley,galera,,cognates,noun,transportation,1325,1562,0.667,0.5,2,6,3.78,4,48.6,13.2,18.9,8,8.5
galvanization,galvanizado,,cognates,noun,technology_tools,1792,1640,0.8,0.769,4,13,5.7,3,72.7,19.3,28.5,6.9,18
galvanometer,galvanómetro,,cognates,noun,technology_tools,1800,1805,0.909,0.75,3,12,5.27,1,64,16.6,26.3,4,17
gameplay,gameplay,,loanword_en_to_es,noun,arts_entertainment,1550,2015,1,1,2,8,3.02,0,40.3,13.2,15.1,0,12
gang,ganga,Bargain,false_friends,noun,social,1000,1895,1,0.8,1,4,2.5,5,29.8,8.3,12.5,8.9,0
gangster,gángster,,loanword_en_to_es,noun,social,1880,1904,0.75,0.875,2,8,3.45,1,46.4,13.2,17.2,4,12
